
if we were to count the number of times a given decimal
digit appears in the first 10 millions digits of pi :

0   999440
1   999334
2  1000307
3   999964
4  1001093
5  1000468
6   999337
7  1000207
8   999814
9  1000041


1    999334
6    999337
0    999440
8    999814
3    999964
9    1000041
7    1000207
2    1000307
5    1000468
4    1001093

